code,type,name,elevation_ft,continent,iso_country,municipality
UBBG,medium_airport,Ganja International Airport,1083,AS,AZ,Ganja
UBBN,medium_airport,Nakhchivan Airport,2863,AS,AZ,Nakhchivan
UBBQ,medium_airport,Gabala International Airport,935,AS,AZ,Gabala
UDSG,medium_airport,Gyumri Shirak Airport,5000,AS,AM,Gyumri
UDYE,medium_airport,Erebuni Airport,2948,AS,AM,Yerevan
UDYZ,large_airport,Zvartnots International Airport,2838,AS,AM,Yerevan
UEEE,medium_airport,Yakutsk Airport,325,AS,RU,Yakutsk
UELL,medium_airport,Chulman Airport,2812,AS,RU,Neryungri
UEMA,medium_airport,Moma Airport,656,EU,RU,Khonuu
UEMM,medium_airport,Magan Airport,577,EU,RU,Magan
UEMO,medium_airport,Olyokminsk Airport,656,EU,RU,Olyokminsk
UEMT,medium_airport,Ust-Nera Airport,1805,EU,RU,Ust-Nera
UENK,medium_airport,Kyzyl-Syr Airport,331,AS,RU,Kyzyl-Syr
UENW,medium_airport,Vilyuisk Airport,361,AS,RU,Vilyuisk
UERA,medium_airport,Aykhal Airport,,AS,RU,
UERL,medium_airport,Lensk Airport,801,AS,RU,Lensk
UERP,medium_airport,Polyarny Airport,1660,AS,RU,Yakutia
UERR,medium_airport,Mirny Airport,1156,AS,RU,Mirny
UERS,medium_airport,Saskylakh Airport,,EU,RU,Saskylakh
UESG,medium_airport,Belaya Gora Airport,118,EU,RU,Belaya Gora
UESK,medium_airport,Srednekolymsk Airport,60,EU,RU,Srednekolymsk
UESO,medium_airport,Chokurdakh Airport,151,AS,RU,Chokurdah
UESS,medium_airport,Cherskiy Airport,20,AS,RU,Cherskiy
UEST,medium_airport,Tiksi Airport,26,AS,RU,Tiksi
UESU,medium_airport,Zyryanka Airport,140,AS,RU,Zyryanka
UG0U,medium_airport,Gudauta Air Base,79,AS,GE,Gudauta
UG11,medium_airport,Dollyar Air Base,1099,AS,AZ,Dollyar
UG22,medium_airport,Tbilisi Marneuli Air Base,1305,AS,GE,Tbilisi
UG24,medium_airport,Tbilisi Soganlug Air Base,1250,AS,GE,Tbilisi
UG27,medium_airport,Vaziani Air Base,1460,AS,GE,Tbilisi
UG28,medium_airport,Bolshiye Shiraki Air Base,1795,AS,GE,Bolshiye Shiraki
UGEJ,medium_airport,Dzhermuk Airport,,AS,AM,Dzhermuk
UGKO,medium_airport,Kopitnari Airport,223,AS,GE,Kutaisi
UGSB,medium_airport,Batumi International Airport,105,AS,GE,Batumi
UGSS,medium_airport,Sukhumi Dranda Airport,53,AS,GE,Sukhumi
UGTB,large_airport,Tbilisi International Airport,1624,AS,GE,Tbilisi
UHB1,medium_airport,Birofeld Air Base,,AS,RU,Birofeld
UHBB,medium_airport,Ignatyevo Airport,638,AS,RU,Blagoveschensk
UHHH,large_airport,Khabarovsk-Novy Airport,244,AS,RU,Khabarovsk
UHK1,medium_airport,Blagodatnoye Air Base,,AS,RU,Blagodatnoye
UHKD,medium_airport,Dzemgi Airport,89,AS,RU,Komsomolsk-na-Amur
UHKG,medium_airport,Kamenny Ruchey Naval Air Base,659,AS,RU,Sovetskaya Gavan
UHKK,medium_airport,Komsomolsk-on-Amur Airport,92,AS,RU,Komsomolsk-on-Amur
UHKM,medium_airport,Maygatka Airport.,768,AS,RU,Sovetskaya Gavan
UHMA,medium_airport,Ugolny Airport,194,EU,RU,Anadyr
UHMD,medium_airport,Provideniya Bay Airport,72,EU,RU,Chukotka
UHMF,medium_airport,Omsukchan Airport,1732,EU,RU,Omsukchan
UHMG,medium_airport,Chaybukha Airport,207,AS,RU,Chaybukha
UHMK,medium_airport,Keperveem Airport,623,EU,RU,Keperveem
UHMM,medium_airport,Sokol Airport,574,AS,RU,Magadan
UHMP,medium_airport,Pevek Airport,11,AS,RU,Pevek
UHMS,medium_airport,Seymchan Airport,679,AS,RU,Seymchan
UHMT,medium_airport,Magadan-13 Airport,164,AS,RU,Magadan
UHMW,medium_airport,Severo-Evensk Airport,,AS,RU,Evensk
UHNN,medium_airport,Nikolayevsk-na-Amure Airport,170,EU,RU,Nikolayevsk-na-Amure Airport
UHOO,medium_airport,Okhotsk Airport,,AS,RU,Okhotsk
UHPL,medium_airport,Palana Airport,112,AS,RU,Palana
UHPP,medium_airport,Yelizovo Airport,131,AS,RU,Petropavlovsk-Kamchatsky
UHSS,medium_airport,Yuzhno-Sakhalinsk Airport,59,AS,RU,Yuzhno-Sakhalinsk
UHWW,medium_airport,Vladivostok International Airport,46,AS,RU,Vladivostok
UIAA,medium_airport,Chita-Kadala Airport,2272,EU,RU,Chita
UIAE,medium_airport,Krasnokamensk Airport,2139,AS,RU,Krasnokamensk
UIBB,medium_airport,Bratsk Airport,1610,AS,RU,Bratsk
UIBV,medium_airport,Zheleznogorsk Airport,1946,AS,RU,Zheleznogorsk-Ilimsky
UIII,medium_airport,Irkutsk Airport,1675,AS,RU,Irkutsk
UITT,medium_airport,Ust-Kut Airport,2188,AS,RU,Ust-Kut
UIUB,medium_airport,Bagdarin Airport,3084,AS,RU,
UIUU,medium_airport,Ulan-Ude Airport (Mukhino),1690,AS,RU,Ulan Ude
UKBB,large_airport,Boryspil International Airport,427,EU,UA,Kiev
UKCM,medium_airport,Mariupol International Airport,251,EU,UA,Mariupol
UKCW,medium_airport,Luhansk International Airport,636,EU,UA,Luhansk
UKDD,medium_airport,Dnipropetrovsk International Airport,481,EU,UA,Dnipropetrovsk
UKDE,medium_airport,Zaporizhzhia International Airport,373,EU,UA,Zaporizhia
UKDR,medium_airport,Kryvyi Rih International Airport,408,EU,UA,Kryvyi Rih
UKFB,medium_airport,Belbek Airport,344,EU,UA,Sevastopol
UKFF,large_airport,Simferopol International Airport,639,EU,UA,Simferopol
UKFG,medium_airport,Gvardeyskoe Air Base,721,EU,UA,Sarabuz
UKFI,medium_airport,Saki Air Base,36,EU,UA,Saki
UKFY,medium_airport,Dzhankoy Airport,75,EU,UA,Dzhankoy
UKHH,large_airport,Kharkiv International Airport,508,EU,UA,Kharkiv
UKKE,medium_airport,Cherkasy International Airport,375,EU,UA,Cherkasy
UKKK,medium_airport,Kiev Zhuliany International Airport,587,EU,UA,Kiev
UKKM,medium_airport,Gostomel Airport,517,EU,UA,Kiev
UKKO,medium_airport,Ozerne Air Base,761,EU,UA,Zhytomyr
UKLH,medium_airport,Khmelnytskyi Airport,1150,EU,UA,Khmelnytskyi
UKLI,medium_airport,Ivano-Frankivsk International Airport,919,EU,UA,Ivano-Frankivsk
UKLL,medium_airport,Lviv International Airport,1071,EU,UA,Lviv
UKLN,medium_airport,Chernivtsi International Airport,826,EU,UA,Chernivtsi
UKLR,medium_airport,Rivne International Airport,755,EU,UA,Rivne
UKLU,medium_airport,Uzhhorod International Airport,383,EU,UA,Uzhhorod
UKON,medium_airport,Mykolaiv International Airport,184,EU,UA,Nikolayev
UKOO,large_airport,Odessa International Airport,172,EU,UA,Odessa
ULAA,medium_airport,Talagi Airport,62,EU,RU,Archangelsk
ULAK,medium_airport,Severomorsk-1 Naval Air Base,239,EU,RU,Severomorsk
ULAM,medium_airport,Naryan Mar Airport,36,EU,RU,Naryan Mar
ULBC,medium_airport,Cherepovets Airport,377,EU,RU,Cherepovets
ULDD,medium_airport,Amderma Airport,13,AS,RU,Amderma
ULH,medium_airport,Majeed Bin Abdulaziz Airport,2050,AS,SA,Al Ula
ULKK,medium_airport,Kotlas Airport,184,EU,RU,Kotlas
ULLI,large_airport,Pulkovo Airport,78,EU,RU,St. Petersburg
ULLP,medium_airport,Pushkin Airport,230,EU,RU,St. Petersburg
ULLS,medium_airport,Siversky Air Base,341,EU,RU,Siversky
ULMM,medium_airport,Murmansk Airport,266,EU,RU,Murmansk
ULNR,medium_airport,Staraya Russa Air Base,52,EU,RU,Staraya Russa
ULOL,medium_airport,Velikiye Luki Airport,328,EU,RU,Velikiye Luki
ULOO,medium_airport,Pskov Airport,154,EU,RU,Pskov
ULPB,medium_airport,Petrozavodsk Airport,151,EU,RU,Petrozavodsk
ULPP,medium_airport,Peski Airport,,EU,RU,Petrozavodsk
ULPW,medium_airport,Sortavala,,EU,RU,
ULWW,medium_airport,Vologda Airport,387,EU,RU,Vologda
UMBB,medium_airport,Brest Airport,468,EU,BY,Brest
UMGG,medium_airport,Gomel Airport,472,EU,BY,Gomel
UMII,medium_airport,Vitebsk Vostochny Airport,682,EU,BY,Vitebsk
UMKK,medium_airport,Khrabrovo Airport,42,EU,RU,Kaliningrad
UMMA,medium_airport,Baranavichi Air Base,,EU,BY,Baranavichi
UMMG,medium_airport,Hrodna Airport,443,EU,BY,Hrodna
UMMS,large_airport,Minsk National Airport,670,EU,BY,Minsk
UMNB,medium_airport,Babruisk Air Base,502,EU,BY,Babruisk
UMOO,medium_airport,Mogilev Airport,637,EU,BY,Mogilev
UNAA,medium_airport,Abakan Airport,831,AS,RU,Abakan
UNBB,medium_airport,Barnaul Airport,837,AS,RU,Barnaul
UNBG,medium_airport,Gorno-Altaysk Airport,965,AS,RU,Gorno-Altaysk
UNCC,medium_airport,Novosibirsk North Airport,558,AS,RU,Novosibirsk
UNEE,medium_airport,Kemerovo Airport,863,AS,RU,Kemerovo
UNIB,medium_airport,Baykit Airport,853,AS,RU,Baykit
UNII,medium_airport,Yeniseysk Airport,253,AS,RU,Yeniseysk
UNIP,medium_airport,Podkamennaya Tunguska Airport,213,EU,RU,Bor
UNIS,medium_airport,Severo-Eniseysk Airport,1706,AS,RU,Severo-Eniseysk
UNIW,medium_airport,Vanavara Airport,892,AS,RU,Vanavara
UNKL,large_airport,Yemelyanovo Airport,942,EU,RU,Krasnoyarsk
UNKM,medium_airport,Cheremshanka Airport,,AS,RU,Krasnoyarsk
UNKO,medium_airport,Sharypovo Airport,1099,AS,RU,Sharypovo
UNKS,medium_airport,Achinsk Airport,1033,AS,RU,Achinsk
UNKY,medium_airport,Kyzyl Airport,2123,AS,RU,Kyzyl
UNNE,medium_airport,Yeltsovka Airport,617,AS,RU,Novosibirsk
UNNT,large_airport,Tolmachevo Airport,365,AS,RU,Novosibirsk
UNOO,medium_airport,Omsk Central Airport,311,AS,RU,Omsk
UNOS,medium_airport,Omsk Severny Airport,,AS,RU,Omsk
UNSS,medium_airport,Strezhevoy Airport,164,AS,RU,Strezhevoy
UNTT,medium_airport,Bogashevo Airport,597,AS,RU,Tomsk
UNWW,medium_airport,Spichenkovo Airport,1024,EU,RU,Novokuznetsk
UODD,medium_airport,Dikson Airport,47,AS,RU,Dikson
UODN,medium_airport,Nagurskoye,59,EU,RU,Murmansk
UOHH,medium_airport,Khatanga Airport,95,AS,RU,Khatanga
UOIG,medium_airport,Svetlogorsk Airport,394,AS,RU,Svetlogorsk
UOII,medium_airport,Igarka Airport,82,AS,RU,Igarka
UOOO,medium_airport,Norilsk-Alykel Airport,574,AS,RU,Norilsk
UOOW,medium_airport,Valek Airport,108,AS,RU,Valek
URKA,medium_airport,Anapa Vityazevo Airport,174,EU,RU,Anapa
URKE,medium_airport,Yeysk Airport,60,EU,RU,Yeysk
URKG,medium_airport,Gelendzhik Airport,98,EU,RU,Gelendzhik
URKH,medium_airport,Khanskaya Air Base,600,EU,RU,Maykop
URKK,medium_airport,Krasnodar Pashkovsky International Airport,118,EU,RU,Krasnodar
URMG,medium_airport,Khankala Air Base,548,EU,RU,Grozny
URML,medium_airport,Uytash Airport,12,EU,RU,Makhachkala
URMM,medium_airport,Mineralnyye Vody Airport,1054,EU,RU,Mineralnyye Vody
URMN,medium_airport,Nalchik Airport,1461,EU,RU,Nalchik
URMO,medium_airport,Beslan Airport,1673,EU,RU,Beslan
URMS,medium_airport,Magas Airport,1165,EU,RU,Magas
URMT,medium_airport,Stavropol Shpakovskoye Airport,1486,EU,RU,Stavropol
UROD,medium_airport,Dudinka Airport,82,AS,RU,Dudinka
URRP,large_airport,Platov International Airport,213,EU,RU,Rostov-on-Don
URRT,medium_airport,Taganrog Yuzhny Airport,117,EU,RU,Taganrog
URSS,large_airport,Sochi International Airport,89,EU,RU,Sochi
URWA,medium_airport,Astrakhan Airport,-65,EU,RU,Astrakhan
URWI,medium_airport,Elista Airport,501,EU,RU,Elista
URWW,medium_airport,Volgograd International Airport,482,EU,RU,Volgograd
US-0086,medium_airport,Jim's Private Airport,890,NA,US,Conyers
US-0254,medium_airport,Yuma Auxiliary Army Airfield 2,,NA,US,Yuma
US-0571,medium_airport,Williston Basin International Airport,2344,NA,US,Williston
USCC,medium_airport,Chelyabinsk Balandino Airport,769,EU,RU,Chelyabinsk
USCM,medium_airport,Magnitogorsk International Airport,1430,EU,RU,Magnitogorsk
USDA,medium_airport,Sabetta International Airport,46,EU,RU,Sabetta
USDD,medium_airport,Salekhard Airport,218,AS,RU,Salekhard
USHB,medium_airport,Berezovo Airport,98,AS,RU,
USHH,medium_airport,Khanty Mansiysk Airport,76,AS,RU,Khanty-Mansiysk
USHN,medium_airport,Nyagan Airport,361,EU,RU,Nyagan
USHS,medium_airport,Sovetskiy Airport,351,AS,RU,Sovetskiy
USHU,medium_airport,Uray Airport,190,AS,RU,Uray
USHY,medium_airport,Beloyarskiy Airport,82,EU,RU,
USII,medium_airport,Izhevsk Airport,531,EU,RU,Izhevsk
USKK,medium_airport,Pobedilovo Airport,479,EU,RU,Kirov
USMM,medium_airport,Nadym Airport,49,AS,RU,Nadym
USMU,medium_airport,Novy Urengoy Airport,210,AS,RU,Novy Urengoy
USNN,medium_airport,Nizhnevartovsk Airport,177,AS,RU,Nizhnevartovsk
USPP,medium_airport,Bolshoye Savino Airport,404,EU,RU,Perm
USRK,medium_airport,Kogalym International Airport,220,AS,RU,Kogalym
USRN,medium_airport,Nefteyugansk Airport,115,AS,RU,Nefteyugansk
USRO,medium_airport,Noyabrsk Airport,446,AS,RU,Noyabrsk
USRR,medium_airport,Surgut Airport,200,AS,RU,Surgut
USSK,medium_airport,Uktus Airport,643,AS,RU,Yekaterinburg
USSS,large_airport,Koltsovo Airport,764,AS,RU,Yekaterinburg
USTR,medium_airport,Roshchino International Airport,378,AS,RU,Tyumen
USUU,medium_airport,Kurgan Airport,240,AS,RU,Kurgan
UTAA,large_airport,Ashgabat International Airport,692,AS,TM,Ashgabat
UTAK,medium_airport,Turkmenbashi Airport,279,AS,TM,Krasnovodsk
UTAM,medium_airport,Mary Airport,728,AS,TM,Mary
UTAT,medium_airport,DaÅoguz Airport,272,AS,TM,DaÅoguz
UTAV,medium_airport,Turkmenabat Airport,630,AS,TM,TÃ¼rkmenabat
UTDD,medium_airport,Dushanbe Airport,2575,AS,TJ,Dushanbe
UTDK,medium_airport,Kulob Airport,2293,AS,TJ,Kulyab
UTDL,medium_airport,Khudzhand Airport,1450,AS,TJ,Khudzhand
UTDT,medium_airport,Qurghonteppa International Airport,1473,AS,TJ,Kurgan-Tyube
UTNU,medium_airport,Urgench Airport,320,AS,UZ,Urgench
UTSB,medium_airport,Bukhara Airport,751,AS,UZ,Bukhara
UTSS,medium_airport,Samarkand Airport,2224,AS,UZ,Samarkand
UTST,medium_airport,Termez Airport,1027,AS,UZ,Termez
UTTP,medium_airport,Tashkent East Airport,1574,AS,UZ,Tashkent
UTTT,large_airport,Tashkent International Airport,1417,AS,UZ,Tashkent
UUBA,medium_airport,Kostroma Sokerkino Airport,446,EU,RU,Kostroma
UUBC,medium_airport,Grabtsevo Airport,656,EU,RU,Kaluga
UUBD,medium_airport,Dyagilevo Air Base,440,EU,RU,
UUBI,medium_airport,Ivanovo South Airport,410,EU,RU,Ivanovo
UUBK,medium_airport,Staroselye Airport,423,EU,RU,Rybinsk
UUBL,medium_airport,Semyazino Airport,554,EU,RU,Vladimir
UUBM,medium_airport,Myachkovo Airport,410,EU,RU,Moscow
UUBP,medium_airport,Bryansk Airport,663,EU,RU,Bryansk
UUBW,large_airport,Zhukovsky International Airport,377,EU,RU,Moscow
UUDD,large_airport,Domodedovo International Airport,588,EU,RU,Moscow
UUEE,large_airport,Sheremetyevo International Airport,622,EU,RU,Moscow
UUEM,medium_airport,Migalovo Air Base,469,EU,RU,Tver
UUMO,medium_airport,Ostafyevo International Airport,568,EU,RU,Moscow
UUMT,medium_airport,Tretyakovo Airport,515,EU,RU,Lukhovitsy
UUMU,medium_airport,Chkalovskiy Air Base,499,EU,RU,Moscow
UUOB,medium_airport,Belgorod International Airport,735,EU,RU,Belgorod
UUOK,medium_airport,Kursk East Airport,686,EU,RU,Kursk
UUOL,medium_airport,Lipetsk Airport,584,EU,RU,Lipetsk
UUOO,medium_airport,Voronezh International Airport,514,EU,RU,Voronezh
UUOR,medium_airport,Oryol Yuzhny Airport,656,EU,RU,Orel
UUOT,medium_airport,Donskoye Airport,413,EU,RU,Tambov
UUWE,medium_airport,Yermolino Air Base,640,EU,RU,Balabanovo
UUWW,large_airport,Vnukovo International Airport,685,EU,RU,Moscow
UUYH,medium_airport,Ukhta Airport,482,EU,RU,Ukhta
UUYI,medium_airport,Inta Airport,184,AS,RU,Inta
UUYK,medium_airport,Vuktyl Airport,358,EU,RU,Vuktyl
UUYP,medium_airport,Pechora Airport,98,EU,RU,Pechora
UUYS,medium_airport,Usinsk Airport,262,EU,RU,Usinsk
UUYV,medium_airport,Izhma Airport,230,EU,RU,Izhma
UUYW,medium_airport,Vorkuta Airport,604,AS,RU,Vorkuta
UUYX,medium_airport,Ust-Tsylma Airport,262,EU,RU,Ust-Tsylma
UUYY,medium_airport,Syktyvkar Airport,342,EU,RU,Syktyvkar
UWGG,medium_airport,Nizhny Novgorod Strigino International Airport,256,EU,RU,Nizhny Novgorod
UWKB,medium_airport,Bugulma Airport,991,EU,RU,Bugulma
UWKD,large_airport,Kazan International Airport,411,EU,RU,Kazan
UWKE,medium_airport,Begishevo Airport,643,EU,RU,Nizhnekamsk
UWKG,large_airport,Borisoglebskoye Airport,213,EU,RU,Kazan
UWKJ,medium_airport,Yoshkar-Ola Airport,348,EU,RU,Yoshkar-Ola
UWKS,medium_airport,Cheboksary Airport,558,EU,RU,Cheboksary
UWKV,medium_airport,Zhigansk Airport,292,AS,RU,Zhigansk
UWLL,medium_airport,Ulyanovsk Baratayevka Airport,463,EU,RU,Ulyanovsk
UWLW,medium_airport,Ulyanovsk East Airport,252,EU,RU,Ulyanovsk
UWOO,medium_airport,Orenburg Central Airport,387,EU,RU,Orenburg
UWOR,medium_airport,Orsk Airport,909,EU,RU,Orsk
UWPP,medium_airport,Penza Airport,614,EU,RU,Penza
UWPS,medium_airport,Saransk Airport,676,EU,RU,Saransk
UWSB,medium_airport,Balakovo Airport,95,EU,RU,Balakovo
UWSS,medium_airport,Saratov Central Airport,499,EU,RU,Saratov
UWUM,medium_airport,Maksimovka Airport,325,EU,RU,Ufa
UWUU,large_airport,Ufa International Airport,449,EU,RU,Ufa
UWWB,medium_airport,Buguruslan Severny Airport,728,EU,RU,Buguruslan
UWWG,medium_airport,Bezymyanka Airfield,135,EU,RU,Samara
UWWW,large_airport,Kurumoch International Airport,477,EU,RU,Samara
VA1G,medium_airport,"Rewa Airport, Chorhata, REWA",1000,AS,IN,Rewa
VAAH,medium_airport,Sardar Vallabhbhai Patel International Airport,189,AS,IN,Ahmedabad
VAAK,medium_airport,Akola Airport,999,AS,IN,Akola
VAAU,medium_airport,Aurangabad Airport,1911,AS,IN,Aurangabad
VABB,large_airport,Chhatrapati Shivaji International Airport,39,AS,IN,Mumbai
VABI,medium_airport,Bilaspur Airport,899,AS,IN,Bilaspur
VABJ,medium_airport,Bhuj Airport,268,AS,IN,Bhuj
VABM,medium_airport,Belgaum Airport,2487,AS,IN,Belgaum
VABO,medium_airport,Vadodara Airport,129,AS,IN,Vadodara
VABP,medium_airport,Raja Bhoj International Airport,1711,AS,IN,Bhopal
VABV,medium_airport,Bhavnagar Airport,44,AS,IN,Bhavnagar
VADN,medium_airport,Daman Airport,33,AS,IN,
VAGO,large_airport,Dabolim Airport,150,AS,IN,Vasco da Gama
VAHB,medium_airport,Hubli Airport,2171,AS,IN,Hubli
VAID,medium_airport,Devi Ahilyabai Holkar Airport,1850,AS,IN,Indore
VAJB,medium_airport,Jabalpur Airport,1624,AS,IN,
VAJM,medium_airport,Jamnagar Airport,69,AS,IN,Jamnagar
VAKE,medium_airport,Kandla Airport,96,AS,IN,Kandla
VAKJ,medium_airport,Khajuraho Airport,728,AS,IN,Khajuraho
VAKP,medium_airport,Kolhapur Airport,1996,AS,IN,
VAKS,medium_airport,Keshod Airport,167,AS,IN,
VAND,medium_airport,Nanded Airport,1250,AS,IN,Nanded
VANP,medium_airport,Dr. Babasaheb Ambedkar International Airport,1033,AS,IN,Nagpur
VAOZ,medium_airport,Nashik Airport,1900,AS,IN,Nasik
VAPO,medium_airport,Pune Airport,1942,AS,IN,Pune
VAPR,medium_airport,Porbandar Airport,23,AS,IN,Porbandar
VARG,medium_airport,Ratnagiri Airport,305,AS,IN,
VARK,medium_airport,Rajkot Airport,441,AS,IN,Rajkot
VASD,medium_airport,Shirdi Airport,1926,AS,IN,Shirdi
VASL,medium_airport,Solapur Airport,1584,AS,IN,Solapur
VASU,medium_airport,Surat Airport,16,AS,IN,
VAUD,medium_airport,Maharana Pratap Airport,1684,AS,IN,Udaipur
VCBI,large_airport,Bandaranaike International Colombo Airport,30,AS,LK,Colombo
VCCA,medium_airport,Anuradhapura Air Force Base,324,AS,LK,Anuradhapura
VCCB,medium_airport,Batticaloa Airport,20,AS,LK,Batticaloa
VCCC,medium_airport,Colombo Ratmalana Airport,22,AS,LK,Colombo
VCCG,medium_airport,Ampara Airport,150,AS,LK,Ampara
VCCH,medium_airport,Hingurakgoda Air Force Base,170,AS,LK,Polonnaruwa Town
VCCJ,medium_airport,Kankesanturai Airport,33,AS,LK,Jaffna
VCCK,medium_airport,Koggala Airport,10,AS,LK,Galle
VCCT,medium_airport,China Bay Airport,6,AS,LK,Trincomalee
VCRI,large_airport,Mattala Rajapaksa International Airport,157,AS,LK,
VDBG,medium_airport,Battambang Airport,59,AS,KH,Battambang
VDKH,medium_airport,Kampong Chhnang Airport,56,AS,KH,Kampong Chhnang
VDPP,large_airport,Phnom Penh International Airport,40,AS,KH,Phnom Penh
VDRK,medium_airport,Ratanakiri Airport,,AS,KH,Ratanakiri
VDSR,large_airport,Siem Reap International Airport,60,AS,KH,Siem Reap
VDST,medium_airport,Stung Treng Airport,203,AS,KH,Stung Treng
VE44,medium_airport,Hashimara Air Force Station,340,AS,IN,Jalpaiguri
VEAN,medium_airport,Along Airport,900,AS,IN,
VEAT,medium_airport,Agartala Airport,46,AS,IN,Agartala
VEBD,medium_airport,Bagdogra Airport,412,AS,IN,Siliguri
VEBI,medium_airport,Shillong Airport,2910,AS,IN,Shillong
VEBS,medium_airport,Biju Patnaik Airport,138,AS,IN,Bhubaneswar
VECC,large_airport,Netaji Subhash Chandra Bose International Airport,16,AS,IN,Kolkata
VEDB,medium_airport,Dhanbad Airport,847,AS,IN,
VEDG,medium_airport,Kazi Nazrul Islam Airport,300,AS,IN,Durgapur
VEGK,medium_airport,Gorakhpur Airport,259,AS,IN,Gorakhpur
VEGT,medium_airport,Lokpriya Gopinath Bordoloi International Airport,162,AS,IN,Guwahati
VEGY,medium_airport,Gaya Airport,380,AS,IN,
VEIM,medium_airport,Imphal Airport,2540,AS,IN,Imphal
VEJS,medium_airport,Sonari Airport,475,AS,IN,Jamshedpur
VEJT,medium_airport,Jorhat Airport,311,AS,IN,Jorhat
VEKR,medium_airport,Kailashahar Airport,79,AS,IN,
VEKU,medium_airport,Silchar Airport,352,AS,IN,Silchar
VELP,medium_airport,Lengpui Airport,1398,AS,IN,Aizawl
VELR,medium_airport,North Lakhimpur Airport,330,AS,IN,Lilabari
VEMN,medium_airport,Dibrugarh Airport,362,AS,IN,Dibrugarh
VEMR,medium_airport,Dimapur Airport,487,AS,IN,Dimapur
VEMZ,medium_airport,Muzaffarpur Airport,174,AS,IN,
VEPH,medium_airport,Panagarh Air Force Station,240,AS,IN,
VEPT,medium_airport,Lok Nayak Jayaprakash Airport,170,AS,IN,Patna
VERC,medium_airport,Birsa Munda Airport,2148,AS,IN,Ranchi
VERK,medium_airport,Rourkela Airport,659,AS,IN,
VETZ,medium_airport,Tezpur Airport,240,AS,IN,
VEZO,medium_airport,Ziro Airport,5403,AS,IN,Ziro
VG5W,medium_airport,"Al Ain Airport Ain District, Shabwah Governorate, Yemen",,AS,YE,Ain District
VGBR,medium_airport,Barisal Airport,23,AS,BD,Barisal
VGCB,medium_airport,Cox's Bazar Airport,12,AS,BD,Cox's Bazar
VGEG,medium_airport,Shah Amanat International Airport,12,AS,BD,Chittagong
VGIS,medium_airport,Ishurdi Airport,45,AS,BD,Ishurdi
VGJR,medium_airport,Jessore Airport,20,AS,BD,Jashahor
VGRJ,medium_airport,Shah Mokhdum Airport,64,AS,BD,Rajshahi
VGSD,medium_airport,Saidpur Airport,125,AS,BD,Saidpur
VGSY,medium_airport,Osmany International Airport,50,AS,BD,Sylhet
VGZR,large_airport,Hazrat Shahjalal International Airport,30,AS,BD,Dhaka
VHHH,large_airport,Hong Kong International Airport,28,AS,HK,Hong Kong
VHSK,medium_airport,Shek Kong Air Base,50,AS,HK,Hong Kong
VIAG,medium_airport,Agra Airport,551,AS,IN,
VIAL,medium_airport,Allahabad Airport,322,AS,IN,Allahabad
VIAM,medium_airport,Ambala Air Force Station,909,AS,IN,
VIAR,large_airport,Sri Guru Ram Dass Jee International Airport,756,AS,IN,Amritsar
VIBK,medium_airport,Nal Airport,750,AS,IN,Bikaner
VIBN,medium_airport,Lal Bahadur Shastri Airport,266,AS,IN,Varanasi
VIBR,medium_airport,Kullu Manali Airport,3573,AS,IN,
VIBT,medium_airport,Bhatinda Air Force Station,662,AS,IN,
VIBY,medium_airport,Bareilly Air Force Station,580,AS,IN,Bareilly
VICG,medium_airport,Chandigarh Airport,1012,AS,IN,Chandigarh
VICX,medium_airport,Kanpur Airport,410,AS,IN,Kanpur
VIDD,medium_airport,Safdarjung Airport,705,AS,IN,
VIDN,medium_airport,Dehradun Airport,1831,AS,IN,Dehradun
VIDP,large_airport,Indira Gandhi International Airport,777,AS,IN,New Delhi
VIGG,medium_airport,Kangra Airport,2525,AS,IN,
VIGR,medium_airport,Gwalior Airport,617,AS,IN,Gwalior
VIHR,medium_airport,Hissar Airport,700,AS,IN,
VIJO,medium_airport,Jodhpur Airport,717,AS,IN,Jodhpur
VIJP,medium_airport,Jaipur International Airport,1263,AS,IN,Jaipur
VIJR,medium_airport,Jaisalmer Airport,751,AS,IN,
VIJU,medium_airport,Jammu Airport,996,AS,IN,Jammu
VIKG,medium_airport,Kishangarh Airport,,AS,IN,Ajmer
VIKO,medium_airport,Kota Airport,896,AS,IN,Kota
VILD,medium_airport,Ludhiana Airport,834,AS,IN,
VILH,medium_airport,Leh Kushok Bakula Rimpochee Airport,10682,AS,IN,Leh
VILK,medium_airport,Chaudhary Charan Singh International Airport,410,AS,IN,Lucknow
VIPK,medium_airport,Pathankot Airport,1017,AS,IN,Pathankot
VIPT,medium_airport,Pantnagar Airport,769,AS,IN,Pantnagar
VISA,medium_airport,Sirsa Air Force Station,650,AS,IN,
VISR,medium_airport,Sheikh ul Alam Airport,5429,AS,IN,Srinagar
VIUX,medium_airport,Udhampur Air Force Station,2066,AS,IN,
VLLB,medium_airport,Luang Phabang International Airport,955,AS,LA,Luang Phabang
VLPS,medium_airport,Pakse International Airport,351,AS,LA,Pakse
VLSK,medium_airport,Savannakhet Airport,509,AS,LA,
VLSN,medium_airport,Sam Neua Airport,3281,AS,LA,
VLVT,medium_airport,Wattay International Airport,564,AS,LA,Vientiane
VMMC,large_airport,Macau International Airport,20,AS,MO,Macau
VN-0001,medium_airport,Dong Hoi Airport,59,AS,VN,Dong Hoi
VN-KON,medium_airport,Kontum Airport,1804,AS,VN,Kontum
